"county_code","county","office","district","party","candidate","votes","pct"
"34","Kandiyohi","U.S. House","7","R","Dave Hughes","387","60.28"
"34","Kandiyohi","U.S. House","7","R","Amanda Lynn Hinson","255","39.72"
"34","Kandiyohi","U.S. House","7","DFL","Collin Peterson","718","100.00"
"34","Kandiyohi","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","770","58.96"
"34","Kandiyohi","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","289","22.13"
"34","Kandiyohi","Associate Justice - Supreme Court 6","","NP","Craig Foss","247","18.91"
"35","Kittson","U.S. House","7","R","Dave Hughes","169","70.71"
"35","Kittson","U.S. House","7","R","Amanda Lynn Hinson","70","29.29"
"35","Kittson","U.S. House","7","DFL","Collin Peterson","431","100.00"
"35","Kittson","State Senate","1","R","Mark Johnson","198","83.54"
"35","Kittson","State Senate","1","R","Edwin Dale Hahn","39","16.46"
"35","Kittson","State Senate","1","DFL","Kip Fontaine","313","77.86"
"35","Kittson","State Senate","1","DFL","Jual Carlson","89","22.14"
"35","Kittson","County Commissioner District 2","02","NP","Theresia Gillie","86","32.09"
"35","Kittson","County Commissioner District 2","02","NP","Roland Larter","97","36.19"
"35","Kittson","County Commissioner District 2","02","NP","Jeanne F. Cooney","85","31.72"
"35","Kittson","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","351","55.45"
"35","Kittson","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","159","25.12"
"35","Kittson","Associate Justice - Supreme Court 6","","NP","Craig Foss","123","19.43"
"36","Koochiching","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","326","61.39"
"36","Koochiching","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","117","22.03"
"36","Koochiching","Associate Justice - Supreme Court 6","","NP","Craig Foss","88","16.57"
"37","Lac Qui Parle","U.S. House","7","R","Dave Hughes","161","67.36"
"37","Lac Qui Parle","U.S. House","7","R","Amanda Lynn Hinson","78","32.64"
"37","Lac Qui Parle","U.S. House","7","DFL","Collin Peterson","311","100.00"
"37","Lac Qui Parle","County Commissioner District 3","03","NP","Graylen J. Carlson","71","34.13"
"37","Lac Qui Parle","County Commissioner District 3","03","NP","John Maatz","126","60.58"
"37","Lac Qui Parle","County Commissioner District 3","03","NP","Paul Max Zahrbock","11","5.29"
"37","Lac Qui Parle","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","292","54.99"
"37","Lac Qui Parle","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","128","24.11"
"37","Lac Qui Parle","Associate Justice - Supreme Court 6","","NP","Craig Foss","111","20.90"
"38","Lake","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","339","63.72"
"38","Lake","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","123","23.12"
"38","Lake","Associate Justice - Supreme Court 6","","NP","Craig Foss","70","13.16"
"39","Lake Of The Woods","U.S. House","7","R","Dave Hughes","166","63.85"
"39","Lake Of The Woods","U.S. House","7","R","Amanda Lynn Hinson","94","36.15"
"39","Lake Of The Woods","U.S. House","7","DFL","Collin Peterson","274","100.00"
"39","Lake Of The Woods","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","264","51.16"
"39","Lake Of The Woods","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","127","24.61"
"39","Lake Of The Woods","Associate Justice - Supreme Court 6","","NP","Craig Foss","125","24.22"
"40","Le Sueur","U.S. House","1","R","Jim Hagedorn","356","78.59"
"40","Le Sueur","U.S. House","1","R","Steve Williams","97","21.41"
"40","Le Sueur","U.S. House","1","DFL","Tim Walz","364","100.00"
"40","Le Sueur","State Senate","23","R","Julie Rosen","78","100.00"
"40","Le Sueur","State Senate","23","DFL","John M. Lillis","11","29.73"
"40","Le Sueur","State Senate","23","DFL","Barbara Ann Lake","26","70.27"
"40","Le Sueur","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","416","52.93"
"40","Le Sueur","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","228","29.01"
"40","Le Sueur","Associate Justice - Supreme Court 6","","NP","Craig Foss","142","18.07"
"41","Lincoln","U.S. House","7","R","Dave Hughes","66","66.67"
"41","Lincoln","U.S. House","7","R","Amanda Lynn Hinson","33","33.33"
"41","Lincoln","U.S. House","7","DFL","Collin Peterson","110","100.00"
"41","Lincoln","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","107","54.04"
"41","Lincoln","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","44","22.22"
"41","Lincoln","Associate Justice - Supreme Court 6","","NP","Craig Foss","47","23.74"
"42","Lyon","U.S. House","7","R","Dave Hughes","250","59.52"
"42","Lyon","U.S. House","7","R","Amanda Lynn Hinson","170","40.48"
"42","Lyon","U.S. House","7","DFL","Collin Peterson","352","100.00"
"42","Lyon","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","413","55.29"
"42","Lyon","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","175","23.43"
"42","Lyon","Associate Justice - Supreme Court 6","","NP","Craig Foss","159","21.29"
"43","Mcleod","U.S. House","7","R","Dave Hughes","561","61.04"
"43","Mcleod","U.S. House","7","R","Amanda Lynn Hinson","358","38.96"
"43","Mcleod","U.S. House","7","DFL","Collin Peterson","751","100.00"
"43","Mcleod","County Commissioner District 3","03","NP","Paul Wright","325","66.19"
"43","Mcleod","County Commissioner District 3","03","NP","Rob Raiche","90","18.33"
"43","Mcleod","County Commissioner District 3","03","NP","Kevin Masrud","76","15.48"
"43","Mcleod","County Commissioner District 4","04","NP","Jeff Nies","182","33.46"
"43","Mcleod","County Commissioner District 4","04","NP","Rich Pohlmeier","220","40.44"
"43","Mcleod","County Commissioner District 4","04","NP","Brad Wick","142","26.10"
"43","Mcleod","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","817","50.97"
"43","Mcleod","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","453","28.26"
"43","Mcleod","Associate Justice - Supreme Court 6","","NP","Craig Foss","333","20.77"
"44","Mahnomen","U.S. House","7","R","Dave Hughes","67","53.60"
"44","Mahnomen","U.S. House","7","R","Amanda Lynn Hinson","58","46.40"
"44","Mahnomen","U.S. House","7","DFL","Collin Peterson","228","100.00"
"44","Mahnomen","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","173","51.49"
"44","Mahnomen","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","85","25.30"
"44","Mahnomen","Associate Justice - Supreme Court 6","","NP","Craig Foss","78","23.21"
"45","Marshall","U.S. House","7","R","Dave Hughes","325","68.57"
"45","Marshall","U.S. House","7","R","Amanda Lynn Hinson","149","31.43"
"45","Marshall","U.S. House","7","DFL","Collin Peterson","581","100.00"
"45","Marshall","State Senate","1","R","Mark Johnson","384","80.67"
"45","Marshall","State Senate","1","R","Edwin Dale Hahn","92","19.33"
"45","Marshall","State Senate","1","DFL","Kip Fontaine","353","66.35"
"45","Marshall","State Senate","1","DFL","Jual Carlson","179","33.65"
"45","Marshall","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","524","53.31"
"45","Marshall","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","241","24.52"
"45","Marshall","Associate Justice - Supreme Court 6","","NP","Craig Foss","218","22.18"
"46","Martin","U.S. House","1","R","Jim Hagedorn","726","82.69"
"46","Martin","U.S. House","1","R","Steve Williams","152","17.31"
"46","Martin","U.S. House","1","DFL","Tim Walz","340","100.00"
"46","Martin","State Senate","23","R","Julie Rosen","857","100.00"
"46","Martin","State Senate","23","DFL","John M. Lillis","79","27.34"
"46","Martin","State Senate","23","DFL","Barbara Ann Lake","210","72.66"
"46","Martin","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","613","54.83"
"46","Martin","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","251","22.45"
"46","Martin","Associate Justice - Supreme Court 6","","NP","Craig Foss","254","22.72"
"47","Meeker","U.S. House","7","R","Dave Hughes","309","53.74"
"47","Meeker","U.S. House","7","R","Amanda Lynn Hinson","266","46.26"
"47","Meeker","U.S. House","7","DFL","Collin Peterson","564","100.00"
"47","Meeker","County Commissioner District 2","02","NP","Greg Gilbertson","164","33.68"
"47","Meeker","County Commissioner District 2","02","NP","Dave Gabrielson","56","11.50"
"47","Meeker","County Commissioner District 2","02","NP","Joe Tacheny","194","39.84"
"47","Meeker","County Commissioner District 2","02","NP","Mike Hirman","73","14.99"
"47","Meeker","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","589","53.11"
"47","Meeker","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","310","27.95"
"47","Meeker","Associate Justice - Supreme Court 6","","NP","Craig Foss","210","18.94"
"48","Mille Lacs","State Senate","15","R","Andrew Mathews","742","68.45"
"48","Mille Lacs","State Senate","15","R","Dan Whitcomb","342","31.55"
"48","Mille Lacs","State Senate","15","DFL","Chilah Brown","229","59.17"
"48","Mille Lacs","State Senate","15","DFL","Rob Passons","158","40.83"
"48","Mille Lacs","State House","15A","R","Sondra Erickson","798","72.74"
"48","Mille Lacs","State House","15A","R","Tom Heinks","299","27.26"
"48","Mille Lacs","State House","15A","DFL","Kent Lestrud","370","100.00"
"48","Mille Lacs","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","591","45.74"
"48","Mille Lacs","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","401","31.04"
"48","Mille Lacs","Associate Justice - Supreme Court 6","","NP","Craig Foss","300","23.22"
"49","Morrison","State Senate","15","R","Andrew Mathews","13","61.90"
"49","Morrison","State Senate","15","R","Dan Whitcomb","8","38.10"
"49","Morrison","State Senate","15","DFL","Chilah Brown","5","71.43"
"49","Morrison","State Senate","15","DFL","Rob Passons","2","28.57"
"49","Morrison","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","463","41.56"
"49","Morrison","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","414","37.16"
"49","Morrison","Associate Justice - Supreme Court 6","","NP","Craig Foss","237","21.27"
"50","Mower","U.S. House","1","R","Jim Hagedorn","393","70.30"
"50","Mower","U.S. House","1","R","Steve Williams","166","29.70"
"50","Mower","U.S. House","1","DFL","Tim Walz","568","100.00"
"50","Mower","State Senate","27","R","Cynthia Gail","144","26.57"
"50","Mower","State Senate","27","R","Gene Dornink","398","73.43"
"50","Mower","State Senate","27","DFL","Dan Sparks","552","100.00"
"50","Mower","County Commissioner District 1","01","NP","Tim Gabrielson","143","50.89"
"50","Mower","County Commissioner District 1","01","NP","James Williams","71","25.27"
"50","Mower","County Commissioner District 1","01","NP","Dan Vermilyea","67","23.84"
"50","Mower","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","553","54.38"
"50","Mower","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","251","24.68"
"50","Mower","Associate Justice - Supreme Court 6","","NP","Craig Foss","213","20.94"
"50","Mower","Judge - 3rd District Court 16","03","NP","Carmaine Sturino","533","53.25"
"50","Mower","Judge - 3rd District Court 16","03","NP","Timothy Guth","239","23.88"
"50","Mower","Judge - 3rd District Court 16","03","NP","Daniel J. Moulton","229","22.88"
"50","Mower","Judge - 3rd District Court 17","03","NP","David F. McLeod","279","27.73"
"50","Mower","Judge - 3rd District Court 17","03","NP","Terrence M. Walters","545","54.17"
"50","Mower","Judge - 3rd District Court 17","03","NP","Gerald Scott Weinrich","182","18.09"
"51","Murray","U.S. House","7","R","Dave Hughes","173","64.55"
"51","Murray","U.S. House","7","R","Amanda Lynn Hinson","95","35.45"
"51","Murray","U.S. House","7","DFL","Collin Peterson","288","100.00"
"51","Murray","County Commissioner District 2","02","NP","Willis A. Grimmius","64","38.55"
"51","Murray","County Commissioner District 2","02","NP","Lori Gunnink","92","55.42"
"51","Murray","County Commissioner District 2","02","NP","Jeremy Steinle","10","6.02"
"51","Murray","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","312","57.14"
"51","Murray","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","115","21.06"
"51","Murray","Associate Justice - Supreme Court 6","","NP","Craig Foss","119","21.79"
"52","Nicollet","U.S. House","1","R","Jim Hagedorn","358","75.37"
"52","Nicollet","U.S. House","1","R","Steve Williams","117","24.63"
"52","Nicollet","U.S. House","1","DFL","Tim Walz","564","100.00"
"52","Nicollet","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","684","67.26"
"52","Nicollet","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","187","18.39"
"52","Nicollet","Associate Justice - Supreme Court 6","","NP","Craig Foss","146","14.36"
"53","Nobles","U.S. House","1","R","Jim Hagedorn","287","73.40"
"53","Nobles","U.S. House","1","R","Steve Williams","104","26.60"
"53","Nobles","U.S. House","1","DFL","Tim Walz","333","100.00"
"53","Nobles","County Commissioner District 1","01","NP","Marvin L. Zylstra","122","34.96"
"53","Nobles","County Commissioner District 1","01","NP","Tom Hendel","28","8.02"
"53","Nobles","County Commissioner District 1","01","NP","Justin J. Ahlers","140","40.11"
"53","Nobles","County Commissioner District 1","01","NP","Keith R. Stubbe","59","16.91"
"53","Nobles","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","373","52.83"
"53","Nobles","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","161","22.80"
"53","Nobles","Associate Justice - Supreme Court 6","","NP","Craig Foss","172","24.36"
"54","Norman","U.S. House","7","R","Dave Hughes","81","55.10"
"54","Norman","U.S. House","7","R","Amanda Lynn Hinson","66","44.90"
"54","Norman","U.S. House","7","DFL","Collin Peterson","353","100.00"
"54","Norman","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","266","56.60"
"54","Norman","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","105","22.34"
"54","Norman","Associate Justice - Supreme Court 6","","NP","Craig Foss","99","21.06"
"55","Olmsted","U.S. House","1","R","Jim Hagedorn","1802","71.39"
"55","Olmsted","U.S. House","1","R","Steve Williams","722","28.61"
"55","Olmsted","U.S. House","1","DFL","Tim Walz","2662","100.00"
"55","Olmsted","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","3011","62.52"
"55","Olmsted","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","1036","21.51"
"55","Olmsted","Associate Justice - Supreme Court 6","","NP","Craig Foss","769","15.97"
"55","Olmsted","Judge - 3rd District Court 16","03","NP","Carmaine Sturino","2730","58.56"
"55","Olmsted","Judge - 3rd District Court 16","03","NP","Timothy Guth","843","18.08"
"55","Olmsted","Judge - 3rd District Court 16","03","NP","Daniel J. Moulton","1089","23.36"
"55","Olmsted","Judge - 3rd District Court 17","03","NP","David F. McLeod","1111","23.23"
"55","Olmsted","Judge - 3rd District Court 17","03","NP","Terrence M. Walters","2948","61.65"
"55","Olmsted","Judge - 3rd District Court 17","03","NP","Gerald Scott Weinrich","723","15.12"
"56","Otter Tail","U.S. House","7","R","Dave Hughes","578","52.83"
"56","Otter Tail","U.S. House","7","R","Amanda Lynn Hinson","516","47.17"
"56","Otter Tail","U.S. House","7","DFL","Collin Peterson","906","100.00"
"56","Otter Tail","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","979","52.92"
"56","Otter Tail","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","518","28.00"
"56","Otter Tail","Associate Justice - Supreme Court 6","","NP","Craig Foss","353","19.08"
"57","Pennington","U.S. House","7","R","Dave Hughes","231","69.16"
"57","Pennington","U.S. House","7","R","Amanda Lynn Hinson","103","30.84"
"57","Pennington","U.S. House","7","DFL","Collin Peterson","307","100.00"
"57","Pennington","State Senate","1","R","Mark Johnson","271","77.21"
"57","Pennington","State Senate","1","R","Edwin Dale Hahn","80","22.79"
"57","Pennington","State Senate","1","DFL","Kip Fontaine","247","80.98"
"57","Pennington","State Senate","1","DFL","Jual Carlson","58","19.02"
"57","Pennington","State House","1B","R","Debra (Deb) Kiel","123","100.00"
"57","Pennington","State House","1B","DFL","Michael ""Mike"" Moore","101","69.66"
"57","Pennington","State House","1B","DFL","Erwin ""Erv"" Rud","44","30.34"
"57","Pennington","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","346","54.92"
"57","Pennington","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","163","25.87"
"57","Pennington","Associate Justice - Supreme Court 6","","NP","Craig Foss","121","19.21"
"58","Pine","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","482","51.01"
"58","Pine","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","285","30.16"
"58","Pine","Associate Justice - Supreme Court 6","","NP","Craig Foss","178","18.84"
"59","Pipestone","U.S. House","7","R","Dave Hughes","113","65.70"
"59","Pipestone","U.S. House","7","R","Amanda Lynn Hinson","59","34.30"
"59","Pipestone","U.S. House","7","DFL","Collin Peterson","83","100.00"
"59","Pipestone","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","115","46.18"
"59","Pipestone","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","64","25.70"
"59","Pipestone","Associate Justice - Supreme Court 6","","NP","Craig Foss","70","28.11"
"60","Polk","U.S. House","7","R","Dave Hughes","689","67.81"
"60","Polk","U.S. House","7","R","Amanda Lynn Hinson","327","32.19"
"60","Polk","U.S. House","7","DFL","Collin Peterson","1104","100.00"
"60","Polk","State Senate","1","R","Mark Johnson","930","88.66"
"60","Polk","State Senate","1","R","Edwin Dale Hahn","119","11.34"
"60","Polk","State Senate","1","DFL","Kip Fontaine","944","86.37"
"60","Polk","State Senate","1","DFL","Jual Carlson","149","13.63"
"60","Polk","State House","1B","R","Debra (Deb) Kiel","1071","100.00"
"60","Polk","State House","1B","DFL","Michael ""Mike"" Moore","766","70.28"
"60","Polk","State House","1B","DFL","Erwin ""Erv"" Rud","324","29.72"
"60","Polk","County Commissioner District 1","01","NP","Wayne A Melbye","163","25.35"
"60","Polk","County Commissioner District 1","01","NP","Jerry Jacobson","245","38.10"
"60","Polk","County Commissioner District 1","01","NP","Jeremy Hovde","235","36.55"
"60","Polk","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","1100","53.84"
"60","Polk","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","525","25.70"
"60","Polk","Associate Justice - Supreme Court 6","","NP","Craig Foss","418","20.46"
"61","Pope","U.S. House","7","R","Dave Hughes","128","59.26"
"61","Pope","U.S. House","7","R","Amanda Lynn Hinson","88","40.74"
"61","Pope","U.S. House","7","DFL","Collin Peterson","243","100.00"
"61","Pope","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","246","55.78"
"61","Pope","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","108","24.49"
"61","Pope","Associate Justice - Supreme Court 6","","NP","Craig Foss","87","19.73"
"62","Ramsey","U.S. House","4","R","Nikolay Nikolayevich Bey","299","6.38"
"62","Ramsey","U.S. House","4","R","Greg Ryan","3811","81.34"
"62","Ramsey","U.S. House","4","R","Gene Rechtzigel","575","12.27"
"62","Ramsey","U.S. House","4","DFL","Betty McCollum","28193","94.26"
"62","Ramsey","U.S. House","4","DFL","Steve Carlson","1717","5.74"
"62","Ramsey","U.S. House","5","R","Frank Nelson Drake","29","100.00"
"62","Ramsey","U.S. House","5","DFL","Keith Ellison","133","87.50"
"62","Ramsey","U.S. House","5","DFL","Gregg A. Iverson","9","5.92"
"62","Ramsey","U.S. House","5","DFL","Lee Bauer","10","6.58"
"62","Ramsey","State Senate","53","R","Sharna Wahlgren","148","69.81"
"62","Ramsey","State Senate","53","R","Bill Dahn","64","30.19"
"62","Ramsey","State Senate","53","DFL","Susan Kent","478","100.00"
"62","Ramsey","State Senate","64","R","Ian Baird","461","64.48"
"62","Ramsey","State Senate","64","R","Sharon Anderson","254","35.52"
"62","Ramsey","State Senate","64","DFL","Dick Cohen","8213","100.00"
"62","Ramsey","State House","65A","R","Monique Giordana","126","100.00"
"62","Ramsey","State House","65A","DFL","Rashad Anthony Turner","612","20.94"
"62","Ramsey","State House","65A","DFL","Rena Moran","2310","79.06"
"62","Ramsey","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","26786","80.32"
"62","Ramsey","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","4134","12.40"
"62","Ramsey","Associate Justice - Supreme Court 6","","NP","Craig Foss","2428","7.28"
"63","Red Lake","U.S. House","7","R","Dave Hughes","116","66.29"
"63","Red Lake","U.S. House","7","R","Amanda Lynn Hinson","59","33.71"
"63","Red Lake","U.S. House","7","DFL","Collin Peterson","276","100.00"
"63","Red Lake","State Senate","1","R","Mark Johnson","146","76.84"
"63","Red Lake","State Senate","1","R","Edwin Dale Hahn","44","23.16"
"63","Red Lake","State Senate","1","DFL","Kip Fontaine","246","88.49"
"63","Red Lake","State Senate","1","DFL","Jual Carlson","32","11.51"
"63","Red Lake","State House","1B","R","Debra (Deb) Kiel","186","100.00"
"63","Red Lake","State House","1B","DFL","Michael ""Mike"" Moore","213","79.78"
"63","Red Lake","State House","1B","DFL","Erwin ""Erv"" Rud","54","20.22"
"63","Red Lake","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","259","58.86"
"63","Red Lake","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","109","24.77"
"63","Red Lake","Associate Justice - Supreme Court 6","","NP","Craig Foss","72","16.36"
"64","Redwood","U.S. House","7","R","Dave Hughes","146","54.48"
"64","Redwood","U.S. House","7","R","Amanda Lynn Hinson","122","45.52"
"64","Redwood","U.S. House","7","DFL","Collin Peterson","177","100.00"
"64","Redwood","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","197","45.18"
"64","Redwood","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","110","25.23"
"64","Redwood","Associate Justice - Supreme Court 6","","NP","Craig Foss","129","29.59"
"65","Renville","U.S. House","7","R","Dave Hughes","185","62.29"
"65","Renville","U.S. House","7","R","Amanda Lynn Hinson","112","37.71"
"65","Renville","U.S. House","7","DFL","Collin Peterson","258","100.00"
"65","Renville","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","275","51.02"
"65","Renville","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","140","25.97"
"65","Renville","Associate Justice - Supreme Court 6","","NP","Craig Foss","124","23.01"
"66","Rice","U.S. House","1","R","Jim Hagedorn","740","70.95"
"66","Rice","U.S. House","1","R","Steve Williams","303","29.05"
"66","Rice","U.S. House","1","DFL","Tim Walz","973","100.00"
"66","Rice","U.S. House","2","R","Darlene Miller","255","39.35"
"66","Rice","U.S. House","2","R","Jason Lewis","254","39.20"
"66","Rice","U.S. House","2","R","John Howe","93","14.35"
"66","Rice","U.S. House","2","R","Matthew D. Erickson","46","7.10"
"66","Rice","U.S. House","2","DFL","Angie Craig","984","100.00"
"66","Rice","State Senate","24","R","John Jasinski","344","100.00"
"66","Rice","State Senate","24","DFL","Vicki Jensen","525","92.43"
"66","Rice","State Senate","24","DFL","Rich Bailey","43","7.57"
"66","Rice","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","2070","61.30"
"66","Rice","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","668","19.78"
"66","Rice","Associate Justice - Supreme Court 6","","NP","Craig Foss","639","18.92"
"66","Rice","Judge - 3rd District Court 16","03","NP","Carmaine Sturino","1894","60.01"
"66","Rice","Judge - 3rd District Court 16","03","NP","Timothy Guth","771","24.43"
"66","Rice","Judge - 3rd District Court 16","03","NP","Daniel J. Moulton","491","15.56"
"66","Rice","Judge - 3rd District Court 17","03","NP","David F. McLeod","809","25.88"
"66","Rice","Judge - 3rd District Court 17","03","NP","Terrence M. Walters","1807","57.81"
"66","Rice","Judge - 3rd District Court 17","03","NP","Gerald Scott Weinrich","510","16.31"
"67","Rock","U.S. House","1","R","Jim Hagedorn","327","77.12"
"67","Rock","U.S. House","1","R","Steve Williams","97","22.88"
"67","Rock","U.S. House","1","DFL","Tim Walz","380","100.00"
"67","Rock","County Commissioner District 1","01","NP","Gary Overgaard","106","39.11"
"67","Rock","County Commissioner District 1","01","NP","Kyle Hemme","38","14.02"
"67","Rock","County Commissioner District 1","01","NP","Don Bryan","39","14.39"
"67","Rock","County Commissioner District 1","01","NP","Mike Davis","88","32.47"
"67","Rock","County Commissioner District 3","03","NP","Greg S. Burger","108","44.63"
"67","Rock","County Commissioner District 3","03","NP","Darrel Van Aartsen","67","27.69"
"67","Rock","County Commissioner District 3","03","NP","Ron Boyenga","67","27.69"
"67","Rock","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","446","57.11"
"67","Rock","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","161","20.61"
"67","Rock","Associate Justice - Supreme Court 6","","NP","Craig Foss","174","22.28"
"68","Roseau","U.S. House","7","R","Dave Hughes","483","65.01"
"68","Roseau","U.S. House","7","R","Amanda Lynn Hinson","260","34.99"
"68","Roseau","U.S. House","7","DFL","Collin Peterson","490","100.00"
"68","Roseau","State Senate","1","R","Mark Johnson","632","84.72"
"68","Roseau","State Senate","1","R","Edwin Dale Hahn","114","15.28"
"68","Roseau","State Senate","1","DFL","Kip Fontaine","266","59.38"
"68","Roseau","State Senate","1","DFL","Jual Carlson","182","40.63"
"68","Roseau","County Commissioner District 4","04","NP","Todd O. Miller","201","35.14"
"68","Roseau","County Commissioner District 4","04","NP","Brett Creger","102","17.83"
"68","Roseau","County Commissioner District 4","04","NP","Russell Walker","269","47.03"
"68","Roseau","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","487","40.89"
"68","Roseau","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","435","36.52"
"68","Roseau","Associate Justice - Supreme Court 6","","NP","Craig Foss","269","22.59"
"69","St. Louis","State House","6A","R","Robert (Rob) Farnsworth","533","100.00"
"69","St. Louis","State House","6A","DFL","Julie Sandstede","1443","42.78"
"69","St. Louis","State House","6A","DFL","Ben DeNucci","467","13.85"
"69","St. Louis","State House","6A","DFL","Mike Thompson","211","6.26"
"69","St. Louis","State House","6A","DFL","Tom Whiteside","1252","37.12"
"69","St. Louis","State House","7B","R","Cody Barringer","494","100.00"
"69","St. Louis","State House","7B","DFL","Liz Olson","1607","89.03"
"69","St. Louis","State House","7B","DFL","Bryan Jensen","198","10.97"
"69","St. Louis","County Commissioner District 3","03","NP","Kim McKay","92","5.09"
"69","St. Louis","County Commissioner District 3","03","NP","Beth Olson","904","50.03"
"69","St. Louis","County Commissioner District 3","03","NP","Jay Fosle","811","44.88"
"69","St. Louis","County Commissioner District 7","07","NP","Michael A. Jugovich","1219","35.77"
"69","St. Louis","County Commissioner District 7","07","NP","Jeff Polcher","670","19.66"
"69","St. Louis","County Commissioner District 7","07","NP","Melissa Scaia","1122","32.92"
"69","St. Louis","County Commissioner District 7","07","NP","Mary Jo Rahja","397","11.65"
"69","St. Louis","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","7475","65.78"
"69","St. Louis","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","2361","20.78"
"69","St. Louis","Associate Justice - Supreme Court 6","","NP","Craig Foss","1527","13.44"
"70","Scott","U.S. House","2","R","Darlene Miller","1242","31.99"
"70","Scott","U.S. House","2","R","Jason Lewis","2159","55.62"
"70","Scott","U.S. House","2","R","John Howe","248","6.39"
"70","Scott","U.S. House","2","R","Matthew D. Erickson","233","6.00"
"70","Scott","U.S. House","2","DFL","Angie Craig","1256","100.00"
"70","Scott","State House","56A","R","Drew Christensen","655","100.00"
"70","Scott","State House","56A","DFL","Jared Christiansen","205","62.31"
"70","Scott","State House","56A","DFL","Dan Kimmel","124","37.69"
"70","Scott","Associate Justice - Supreme Court 6","","NP","Natalie Hudson","2109","46.65"
"70","Scott","Associate Justice - Supreme Court 6","","NP","Michelle L. MacDonald","1367","30.24"
